credit,default,AGE,MARRIAGE,EDUCATION_graduate school,PAY_2,BILL_AMT5,PAY_AMT6
170000,0,26,2,1,0,84388,3306
80000,1,36,1,0,0,40248,1958
100000,0,41,1,0,0,76284,3000
240000,0,47,1,1,-2,0,0
290000,0,41,1,1,-1,0,1140
120000,1,27,2,1,-2,0,0
200000,0,26,2,0,0,113436,4400
20000,0,22,2,0,0,4335,0
500000,0,38,1,1,-1,8767,11484
100000,0,25,2,0,0,77162,2800
350000,0,55,1,1,-1,15015,0
50000,0,24,2,0,2,19273,500
340000,0,52,1,0,0,201907,8000
180000,0,29,1,0,0,26176,1050
300000,0,54,1,1,-1,2590,5646
220000,0,32,1,1,2,20195,0
80000,0,26,2,1,0,32895,2300
50000,0,32,1,0,0,17946,584
100000,0,26,2,0,0,51820,1700
200000,0,27,2,1,0,54466,55031
480000,0,45,1,1,0,3750,1000
170000,0,34,1,0,0,26422,173
20000,1,25,2,1,0,7885,0
80000,1,28,1,0,0,4663,1000
80000,1,26,2,1,0,49685,3000
300000,0,31,1,0,2,20992,1005
150000,0,29,2,1,-1,10164,0
50000,0,24,2,0,-1,0,0
50000,0,26,1,0,-1,0,0
100000,0,28,2,0,0,60969,2600
90000,0,45,1,0,-1,0,0
70000,1,24,2,1,2,16683,0
90000,0,23,2,0,0,9571,14210
400000,0,42,1,1,0,22994,5979
10000,1,36,2,0,0,5755,3883
80000,0,27,2,1,0,34097,0
70000,0,33,2,1,0,15082,0
100000,0,44,1,0,2,31608,0
210000,1,33,1,0,-1,0,0
360000,1,39,2,0,-2,0,0
280000,0,28,1,1,2,270992,171574
180000,0,32,2,1,0,60133,1933
220000,0,45,1,1,2,162122,12300
200000,0,47,2,1,-1,846,696
130000,0,25,2,0,2,54606,13000
200000,0,47,1,0,-2,389,385
170000,0,44,1,1,-1,18601,3871
140000,0,30,2,1,-1,3019,1000
50000,0,54,1,0,0,29097,1100
200000,0,26,2,0,0,39299,3000
200000,0,33,2,0,0,122537,3330
360000,0,36,1,0,0,0,0
50000,0,33,1,0,0,5440,0
500000,0,37,2,1,-1,1450,1480
90000,1,30,2,0,0,75708,0
500000,0,36,2,1,-1,23804,5000
80000,0,33,1,0,0,48831,1851
230000,0,53,1,0,-1,9665,3480
120000,1,30,2,1,-1,832,416
190000,0,56,1,0,0,58225,2280
500000,0,50,1,0,0,219158,38770
80000,0,42,1,0,-2,0,0
450000,0,35,2,1,-2,0,0
280000,0,30,1,1,-2,0,0
360000,1,47,1,0,-2,0,490
30000,0,21,2,0,0,28267,1568
50000,1,25,1,0,0,35191,1500
60000,1,49,1,0,-2,0,0
30000,0,28,1,0,0,-264,0
20000,1,49,1,0,0,0,0
20000,0,57,3,0,2,20364,1000
200000,1,43,1,1,0,0,0
100000,0,25,2,1,-2,0,0
300000,0,39,1,0,-1,0,0
210000,0,39,2,1,-2,0,0
70000,0,71,1,0,0,55555,1708
210000,0,29,2,0,1,1697,5000
440000,1,31,1,1,2,142757,8000
410000,0,33,2,1,-1,21515,5541
110000,0,36,1,1,0,45932,2000
200000,0,36,2,1,0,0,0
180000,1,42,1,0,-1,29926,10843
150000,0,46,1,1,0,29032,1500
330000,0,33,2,1,-2,150,0
500000,0,41,1,0,-1,30177,132
350000,0,35,1,0,-2,10855,0
200000,1,36,1,0,-1,1771,604
280000,1,45,1,1,-1,15631,10049
80000,0,39,1,0,-1,0,470
280000,0,29,2,1,-1,3060,3193
130000,0,23,2,0,2,96419,2630
160000,0,49,1,0,0,19928,1000
20000,1,23,2,0,2,2400,0
300000,0,32,2,0,0,250,0
100000,0,32,2,1,0,66845,2600
130000,0,38,1,0,-1,1824,390
500000,1,55,1,1,2,4957,0
200000,1,27,1,0,3,181454,6200
360000,0,30,2,1,0,73423,10000
20000,1,26,1,0,-2,0,0
400000,0,29,2,0,2,15064,2000
200000,0,52,1,0,2,145920,2900
30000,0,60,1,0,0,24428,0
30000,1,58,1,0,-1,3940,843
50000,0,55,1,0,2,2150,0
230000,1,51,1,1,-1,3381,2381
210000,1,36,1,1,-1,4150,0
50000,1,49,2,1,2,150,0
170000,0,33,1,0,0,26958,110000
230000,0,44,1,1,-1,815,629
230000,0,48,2,1,0,162436,6300
350000,0,36,1,1,0,352835,12915
170000,0,36,2,1,-1,323,0
150000,0,36,1,0,2,146736,5200
90000,0,27,1,0,-1,6654,7000
320000,0,33,2,1,-2,-347,1613
120000,0,45,2,0,0,100000,0
20000,0,56,1,0,0,17598,1500
280000,0,41,1,1,-1,0,0
90000,0,28,2,0,0,0,0
450000,0,30,1,1,0,0,134745
270000,0,27,2,0,0,14315,100000
80000,0,41,1,0,0,28356,1000
230000,0,41,1,0,0,174555,7068
50000,1,30,1,0,-1,2685,0
250000,1,48,1,1,-1,4858,12073
220000,0,42,2,1,-1,25720,23303
30000,0,38,1,1,0,13487,0
120000,1,68,2,0,2,122019,4500
100000,0,26,2,0,0,8805,0
150000,1,25,2,1,3,145349,5500
670000,0,28,2,1,0,63782,3000
200000,0,36,1,1,-1,49572,13050
70000,0,47,1,0,0,70965,2700
50000,0,41,1,0,2,15446,442
80000,1,64,2,0,2,72832,2923
10000,1,23,2,1,2,1050,0
140000,1,37,1,1,0,135371,5000
30000,0,21,2,0,0,4521,0
200000,1,36,2,0,0,96967,3206
90000,1,24,2,0,0,34112,0
130000,0,52,1,0,2,97675,0
160000,0,26,2,0,-1,4724,3000
150000,0,58,1,0,-2,69762,4509
150000,0,34,2,1,-2,17199,51514
20000,0,24,2,1,-1,5679,0
80000,1,26,2,1,-1,666,416
460000,0,31,1,0,0,0,0
60000,1,40,1,0,-1,25915,2000
50000,1,38,1,0,0,49068,1900
200000,1,35,1,0,0,131511,4800
60000,0,30,1,0,0,26237,5000
200000,0,31,1,1,0,84186,10000
230000,0,33,1,1,0,219354,5000
50000,0,38,1,0,0,18386,505
60000,0,51,2,0,0,19232,700
180000,1,47,1,0,-1,390,0
50000,0,47,1,0,0,39844,2000
150000,0,62,1,0,-2,0,0
140000,1,36,1,0,-1,2106,0
120000,1,35,1,1,2,115975,0
200000,0,39,1,1,0,152178,5000
500000,0,31,2,1,-2,10389,1307
120000,1,36,1,0,2,116444,4400
500000,0,28,2,1,-2,969,5003
50000,0,23,2,0,0,12875,638
30000,0,51,2,0,0,18183,3000
240000,0,35,1,1,-2,22659,8050
170000,0,37,1,0,-2,0,0
80000,0,26,2,1,1,0,0
360000,0,29,2,1,-1,7972,2947
50000,1,24,2,0,0,24851,2200
70000,1,27,1,0,0,50971,2650
250000,1,29,1,0,2,95286,2100
150000,1,39,1,1,2,69214,2000
100000,0,41,1,0,-2,0,0
360000,0,32,2,1,-2,0,0
30000,0,47,1,0,-2,11762,22815
490000,1,29,1,1,-1,115,0
180000,1,60,1,0,2,170173,6000
420000,0,36,1,1,-1,14916,11339
20000,1,33,2,1,0,0,0
480000,0,47,1,1,0,74897,6098
350000,0,27,2,1,-2,36306,14158
360000,1,57,1,0,-2,0,0
240000,0,27,2,1,-2,12157,937
280000,1,30,2,1,-1,460,7595
150000,0,39,1,0,0,25531,2000
320000,0,30,2,0,0,26318,703
20000,1,22,2,0,-1,0,0
50000,1,36,1,0,0,50245,2000
280000,0,33,2,1,0,5783,0
450000,0,53,1,0,-2,110,2014
260000,0,53,2,1,0,110982,148
500000,0,56,1,1,0,95517,3770
470000,0,35,2,1,0,254175,10044
150000,0,23,2,0,0,0,0
100000,0,46,1,0,0,101891,3800
100000,0,38,2,1,2,33192,0
220000,0,39,2,0,-1,26246,5000
300000,0,37,2,1,2,18636,500
230000,0,31,2,1,-2,1238,1187
300000,1,39,2,0,-2,116,12000
50000,0,48,2,0,0,-2132,1200
170000,0,47,1,0,-2,0,0
460000,1,41,1,1,-1,0,3208
30000,1,34,2,1,2,25977,1100
30000,1,24,2,1,-1,158,5527
20000,1,42,1,0,0,19245,200
220000,0,44,1,0,-1,56663,2000
70000,0,62,1,1,0,37843,1352
330000,0,40,2,0,2,135691,8550
370000,1,40,1,1,-2,0,0
230000,0,28,2,1,-1,18261,19319
50000,0,49,1,0,0,10490,780
360000,1,31,2,0,0,239088,6144
390000,0,37,2,0,0,271657,9000
360000,0,42,3,0,0,265746,9973
30000,1,27,1,0,0,12829,485
500000,0,33,1,1,-2,82690,4561
120000,0,32,2,0,0,81354,10000
360000,1,29,2,1,-2,0,0
20000,0,27,1,0,0,18314,800
50000,0,48,1,0,-1,1473,1473
230000,0,27,2,1,-1,0,0
160000,0,48,1,1,-2,0,0
110000,1,32,1,1,2,103867,4000
50000,0,25,2,0,2,15611,700
30000,1,28,2,0,2,22844,10000
50000,1,35,2,0,0,3753,1203
240000,0,37,1,0,-2,0,7442
90000,0,29,2,0,0,48139,2647
150000,1,29,1,1,-1,1035,0
100000,1,35,1,0,3,33247,3400
70000,1,24,2,1,2,13127,2000
430000,1,27,2,0,-2,20952,500
150000,0,31,2,1,-1,107664,50005
50000,0,48,2,1,0,26644,1008
200000,1,33,2,1,-2,-18,0
150000,0,28,1,0,0,3555,0
50000,0,25,2,0,0,19852,1000
300000,0,31,2,1,0,33769,5418
50000,0,44,1,0,0,23659,924
30000,1,30,2,1,-2,0,0
380000,0,53,1,1,-1,1993,3514
70000,0,45,1,1,2,35943,2249
360000,0,28,2,0,0,12994,10026
50000,0,41,2,0,0,5263,0
20000,0,30,2,1,2,3041,0
80000,0,27,2,0,0,58651,3000
30000,0,49,1,0,0,16224,1500
50000,0,55,2,0,0,32788,4490
30000,0,37,1,0,0,29689,0
260000,1,38,1,1,-1,888,6175
210000,0,39,1,0,-1,0,33664
200000,0,29,2,1,0,774,0
50000,1,56,1,1,0,6534,175
490000,0,28,1,0,0,110491,4001
170000,0,45,1,1,-1,4981,6452
500000,0,29,2,1,0,3817,1885
220000,0,46,1,0,0,164700,6044
150000,0,30,2,1,0,110070,5000
50000,0,34,1,0,2,48322,0
50000,0,52,1,0,0,14229,1000
100000,0,26,2,1,0,68055,2510
310000,0,25,2,0,0,18048,1000
510000,0,35,1,1,0,95937,5000
200000,0,41,1,0,2,563,2513
50000,0,43,1,0,0,8590,500
300000,0,38,2,1,3,316,0
450000,0,40,1,1,-2,0,0
30000,0,27,2,0,-1,750,1280
60000,0,27,2,1,-1,1320,0
140000,1,23,2,0,0,29123,1200
50000,0,32,2,0,0,18476,6100
90000,0,28,2,0,0,90391,4000
190000,0,34,1,0,0,163265,0
150000,0,29,2,1,0,145846,5310
390000,0,28,2,0,-1,7894,200
30000,0,47,1,0,0,23913,0
240000,1,60,1,1,0,179565,192557
260000,1,29,2,1,-1,880,925
30000,0,25,2,0,0,0,0
500000,0,28,2,1,0,34229,5000
60000,0,29,2,0,2,42988,1775
200000,0,30,1,0,0,154728,4550
80000,0,31,1,0,0,27363,2000
100000,0,30,2,0,-2,-4,0
380000,0,42,1,1,-1,1140,0
210000,1,30,1,0,0,34456,1212
10000,1,27,2,0,0,2639,1000
500000,0,44,1,0,0,100528,6169
240000,1,37,1,1,0,0,0
270000,0,29,2,1,0,193971,10000
50000,0,25,2,0,0,18687,2309
120000,0,36,2,1,0,77213,0
280000,0,28,2,1,0,-3,2187
260000,0,28,2,1,0,135772,5000
360000,0,38,1,1,-1,2100,9452
210000,0,30,2,1,-1,609,588
390000,0,29,2,1,-1,88080,3000
40000,0,36,1,0,0,38698,800
10000,0,27,2,0,0,8877,500
120000,1,43,1,0,-2,0,0
200000,0,43,1,0,-1,1261,1261
80000,0,37,1,0,-1,0,0
60000,0,27,2,0,0,17067,1710
130000,1,39,2,0,2,52663,2200
100000,0,29,2,0,0,15068,1500
20000,0,45,1,0,2,6781,0
460000,0,34,2,1,0,56479,5016
80000,0,32,2,0,2,0,0
80000,0,26,2,1,0,48476,2000
240000,0,28,2,1,0,197823,7000
200000,0,38,1,0,0,49914,2000
230000,0,29,2,0,-2,499,0
260000,0,53,1,1,-1,755,1726
90000,0,38,1,0,0,46302,813
320000,0,29,2,0,0,297637,10040
280000,0,47,1,0,0,5821,4785
120000,1,29,2,0,2,93263,0
400000,0,27,2,1,-2,14805,238
50000,0,55,1,1,0,19837,750
10000,1,23,2,1,2,2400,0
70000,0,26,2,0,0,27480,1100
210000,0,30,1,1,0,70118,3000
140000,0,39,1,0,-1,3357,1376
290000,0,50,1,0,-1,0,335
30000,0,32,1,0,0,450,0
110000,1,32,2,1,2,52040,1000
20000,0,54,2,0,0,9153,500
220000,0,36,1,0,0,148159,5396
180000,0,36,1,0,-1,0,0
30000,1,26,2,1,3,0,0
50000,0,31,2,0,-2,0,0
150000,0,29,1,0,0,0,0
150000,0,32,2,1,0,67560,1718
140000,0,30,2,0,3,78306,3000
80000,0,48,1,0,0,30089,970
200000,0,33,1,1,0,31816,5022
400000,0,44,1,1,-1,808,380
130000,0,28,1,0,2,93099,2307
50000,0,22,2,0,0,28850,1039
190000,1,51,1,0,0,108419,2773
470000,1,40,2,1,0,16261,1324
280000,0,55,1,1,-1,2254,1165
460000,0,26,2,1,-1,10833,13898
340000,0,32,2,0,0,107454,4000
110000,0,27,2,0,0,108617,4000
440000,0,27,2,0,0,13547,5000
90000,0,23,2,0,-2,22687,2540
70000,0,24,2,0,-2,28989,863
30000,0,24,2,0,2,9427,0
120000,0,49,2,0,0,0,0
300000,0,27,2,0,-1,19378,16980
60000,0,25,2,1,0,7035,800
180000,1,36,2,0,-1,1763,1208
30000,1,43,2,1,2,21162,1000
360000,0,35,2,1,-1,15802,30594
150000,0,49,1,1,-2,14329,7880
70000,0,28,2,1,0,42123,2000
150000,0,44,1,0,0,17360,0
440000,0,33,1,1,-2,0,300
500000,0,52,1,1,-1,60753,8200
260000,1,29,2,0,2,198894,6500
360000,0,29,2,1,-2,0,0
140000,0,28,2,1,0,136327,5000
10000,1,24,2,1,0,12856,0
200000,0,32,2,1,-2,1330,2955
210000,0,35,1,0,0,55398,2000
20000,1,27,2,0,0,17423,0
240000,0,44,1,1,-1,1104,519
30000,1,51,2,0,4,25849,2191
450000,0,38,1,0,-2,17515,3648
60000,0,40,2,0,-1,14295,11677
100000,0,30,2,0,0,47665,1222
500000,0,49,1,1,-1,46096,154321
50000,0,51,1,0,-1,6379,3000
80000,0,35,1,0,-1,10117,665
20000,1,22,2,0,2,8605,0
500000,0,43,2,1,0,142337,5000
140000,0,31,2,1,0,47437,1553
500000,0,29,2,0,0,174736,5000
50000,1,24,2,0,0,35268,600
170000,1,60,1,1,0,95629,3500
220000,0,44,1,0,0,178160,20000
70000,1,33,1,0,2,69180,1165
360000,0,34,2,0,0,96644,1813
430000,0,29,2,1,0,12215,41500
20000,0,26,2,0,2,20438,752
200000,0,53,2,0,0,-6,0
200000,0,35,3,0,-1,16338,833
80000,0,25,2,0,0,58722,2300
130000,0,35,1,1,0,38550,9900
150000,0,49,1,1,-1,3336,0
150000,1,53,1,0,2,19828,2000
190000,1,27,2,0,2,8973,2000
450000,1,36,2,0,-2,0,0
80000,0,31,1,0,-1,780,0
260000,0,31,2,0,3,92447,4293
80000,1,34,2,1,2,67007,2000
500000,0,39,1,1,-2,0,0
260000,0,43,1,1,-1,329,702
260000,1,30,2,1,0,96218,5000
50000,0,33,2,1,4,23001,0
360000,0,46,1,1,-1,-2292,0
170000,0,53,2,1,-2,2769,0
120000,0,34,1,0,-2,7490,280
50000,0,26,1,0,-1,14685,2000
50000,1,40,1,1,2,518,0
310000,0,48,1,1,0,150,0
50000,0,27,2,1,0,1855,390
140000,0,32,2,0,0,59526,0
100000,1,28,1,0,0,57326,0
20000,0,32,2,0,2,20037,690
120000,1,27,2,1,0,11040,600
30000,0,59,1,0,0,30428,1500
20000,1,27,1,0,0,19991,559
160000,1,27,2,0,-1,0,966
180000,0,37,1,0,-2,850,0
40000,0,26,2,1,0,20619,8000
80000,0,34,1,0,0,0,0
120000,0,31,2,0,3,-18,0
20000,1,22,2,0,-1,0,0
20000,0,33,2,0,0,4860,0
100000,1,52,1,1,5,96238,3422
500000,0,45,2,1,-2,1899,70200
80000,0,29,1,0,0,79066,5700
150000,0,41,2,1,-2,399,200
30000,0,26,2,0,0,10404,0
120000,1,34,2,1,2,300,300
70000,1,27,1,0,2,30379,0
150000,0,32,1,0,0,146007,3283
210000,0,42,1,0,-2,6506,1179
80000,0,30,1,0,2,77158,3100
90000,0,29,2,0,0,70537,2000
20000,0,22,2,0,0,19606,775
240000,0,36,2,1,-1,19345,2000
50000,1,29,2,0,2,33360,680
250000,0,28,2,1,0,66701,48930
280000,0,31,2,1,-2,710,4750
10000,0,40,0,0,0,0,0
150000,0,33,2,0,0,51873,62339
330000,0,47,1,0,-2,4550,813
240000,1,30,2,1,-1,26249,3000
130000,0,34,2,0,0,150,0
450000,0,37,2,1,0,11329,2092
50000,1,26,2,1,-1,1226,0
70000,0,24,1,0,0,10806,0
80000,0,26,2,0,0,21524,2000
50000,0,24,2,1,-1,1780,2140
30000,1,33,1,0,0,21987,1000
50000,0,23,2,0,0,29309,904
70000,0,29,1,0,0,43530,2000
50000,1,33,2,0,0,17446,591
100000,1,27,2,0,0,43629,1700
200000,0,24,2,0,0,46252,1500
180000,0,38,2,1,-2,2165,4390
240000,1,38,2,1,-1,3603,7199
90000,0,35,1,0,2,14905,133
50000,0,33,2,0,0,19533,709
80000,0,48,2,0,0,47208,2000
210000,0,43,1,1,-1,0,0
350000,0,41,1,0,0,233591,6847
160000,1,45,2,0,0,92580,2885
70000,1,33,2,1,0,27133,186
140000,0,33,1,1,-1,0,0
80000,0,47,1,0,0,46198,1285
110000,1,39,1,0,2,106342,0
50000,0,25,2,0,0,0,0
30000,0,38,1,1,0,29078,0
30000,0,27,2,0,0,29834,0
200000,1,33,2,0,0,89707,3000
290000,0,28,2,0,0,121283,5000
220000,0,34,2,1,0,25109,2000
180000,0,28,2,1,0,-53,9659
500000,0,38,1,0,0,59038,2200
210000,0,39,1,0,-1,5133,6762
100000,1,24,2,1,2,101603,0
100000,0,23,2,0,0,9657,2000
130000,1,25,2,0,2,97770,3708
10000,1,21,2,0,0,9780,0
50000,0,35,2,0,-1,28094,965
240000,0,37,1,1,0,135652,6000
20000,0,53,1,0,0,0,0
20000,0,38,1,1,-1,6360,0
150000,0,39,2,1,2,0,0
230000,0,36,1,0,-1,2720,435
50000,0,26,2,0,0,28274,2000
300000,0,35,1,0,0,2558,4099
110000,0,54,3,0,-1,632,0
230000,0,33,2,1,-2,162,0
50000,0,30,2,0,-1,22569,9748
70000,0,24,2,0,0,66021,2376
360000,0,27,1,1,-2,0,8665
110000,0,32,2,0,0,110557,4200
120000,0,48,2,0,0,40241,1600
200000,1,45,1,1,-1,-1530,16
260000,0,46,1,0,-1,0,0
290000,0,47,1,1,-1,6448,6078
20000,0,22,2,0,0,14096,140
50000,1,22,2,0,0,39415,1171
50000,0,23,1,0,0,28361,2000
60000,0,23,2,1,0,6451,3911
330000,0,46,1,1,-1,20219,5909
60000,0,23,1,0,0,30021,1500
180000,0,25,1,0,0,105248,4327
80000,0,28,2,1,2,57146,2315
450000,0,32,2,1,-1,-8,0
150000,0,36,1,0,-2,0,0
280000,0,28,2,0,-2,2428,6278
180000,0,47,2,0,0,72079,10000
380000,0,54,1,0,-1,80561,13452
150000,0,45,1,0,-2,285,1668
280000,0,52,2,1,-1,0,0
160000,0,34,2,0,-1,12297,6000
120000,0,29,2,0,0,88015,3303
330000,0,34,2,1,0,185431,3500
210000,0,49,1,0,-2,0,0
200000,0,27,2,1,-1,10330,4935
340000,0,27,1,0,0,216403,7500
200000,0,34,2,1,-1,-5,0
160000,0,34,1,0,0,-1773,1040
500000,0,48,2,0,-1,8302,14000
50000,0,43,1,0,0,30201,550
170000,0,23,2,0,0,31202,2110
260000,0,29,2,1,2,171201,3005
360000,1,49,1,0,-2,0,0
400000,0,29,2,1,0,149548,96
380000,0,32,2,1,0,117195,38000
50000,1,29,2,0,0,1596,0
130000,0,40,1,0,-1,390,390
110000,0,24,1,0,-1,51791,2000
50000,0,23,1,1,-2,0,0
190000,0,26,2,0,0,146365,6700
170000,1,46,1,0,-1,1542,8095
210000,0,25,2,0,0,-243,0
50000,0,25,2,0,0,30615,1000
20000,1,45,1,0,0,11203,2000
80000,1,26,1,0,0,0,0
500000,0,39,2,1,0,-131,0
250000,1,31,2,0,2,59786,5000
50000,0,34,1,0,0,9433,0
300000,0,38,1,0,0,189423,0
30000,1,40,1,0,2,29936,0
50000,0,34,2,0,2,23488,703
180000,0,35,2,0,-2,1823,0
50000,0,28,1,0,0,0,0
50000,0,46,1,0,0,8955,500
190000,0,40,1,0,0,92391,3300
200000,0,32,2,0,-2,2381,0
140000,0,26,2,0,0,136379,9100
10000,1,47,1,0,0,9567,502
180000,0,54,1,0,0,96050,3628
170000,0,29,2,0,-1,0,0
50000,0,36,1,0,-2,0,0
200000,0,32,2,0,-1,11132,23635
170000,1,42,1,0,-1,326,326
50000,0,52,2,0,2,7464,1200
230000,0,24,2,0,-1,814,7368
500000,0,36,2,0,0,5841,94593
50000,1,25,2,0,2,1050,0
80000,0,38,2,1,0,7387,0
200000,0,61,1,0,-1,-3,1386
360000,1,34,2,0,-2,0,0
140000,0,41,1,1,2,390,390
290000,1,48,1,0,2,132211,5000
50000,1,41,1,0,0,19232,4000
10000,0,38,3,0,0,660,0
80000,0,27,2,0,-1,35488,1300
20000,1,22,2,0,0,19025,2000
150000,0,37,2,1,-2,0,0
230000,1,37,2,1,0,0,0
60000,1,24,2,0,0,28289,1007
360000,0,26,2,1,-1,190,151
100000,0,36,1,0,0,99677,2297
30000,0,33,1,0,0,26350,946
330000,0,30,1,0,0,0,2500
20000,0,24,2,1,2,316,0
80000,0,49,1,0,2,32211,1500
90000,1,23,2,0,0,43802,5050
20000,0,23,2,0,0,18302,651
230000,1,61,1,0,-2,0,0
160000,0,28,2,0,2,0,0
200000,0,36,1,0,-1,0,0
20000,0,27,2,0,-1,240,0
170000,0,35,1,1,0,61032,8753
180000,0,26,1,0,0,3260,0
50000,0,29,1,0,0,17789,631
360000,0,40,1,1,-1,28310,12874
230000,0,28,2,0,-1,609,9000
80000,1,28,2,1,0,81693,5100
60000,1,31,2,1,2,52992,0
150000,0,52,1,0,-1,2129,1961
120000,0,52,1,0,0,116957,4350
430000,0,43,1,1,-1,2912,9025
360000,0,32,1,0,0,51739,2934
200000,0,60,1,0,-1,546,396
50000,0,26,2,0,0,49132,2000
150000,0,36,1,0,0,2013,0
20000,0,46,2,1,0,3125,48
20000,0,23,2,1,0,9565,1000
50000,1,24,2,0,3,1823,641
260000,1,27,2,0,0,42816,2000
230000,1,30,2,0,0,8520,2000
170000,0,43,1,0,-1,0,0
180000,0,28,2,1,-2,225,10250
30000,0,38,2,1,2,26535,4670
20000,1,22,2,0,2,38414,500
260000,1,50,1,0,0,1012,696
180000,0,30,2,0,-1,2682,5593
230000,1,32,1,0,0,22872,2000
120000,0,43,3,0,0,49016,1059
280000,0,63,1,1,-2,0,0
270000,0,29,2,0,0,118340,5000
70000,0,39,1,1,0,46197,1350
60000,0,31,2,0,0,58792,2000
180000,0,28,2,0,0,93692,5500
160000,1,32,1,0,0,6210,1000
50000,0,25,2,1,0,6696,2271
60000,0,48,2,0,-2,38585,1400
50000,1,48,2,0,2,9888,1111
80000,0,56,1,0,-1,-4,4844
30000,0,22,1,0,0,28576,1000
90000,0,26,2,1,0,31723,1197
130000,0,33,1,0,-1,682,0
200000,0,38,1,1,-2,1315,0
20000,1,23,2,0,0,15204,0
300000,0,31,1,0,-1,0,280
160000,0,41,1,1,0,103202,3690
500000,0,41,1,1,-1,74731,0
50000,1,25,2,0,2,18953,900
20000,0,25,2,1,0,19833,1000
240000,1,40,1,0,3,219202,0
200000,1,29,2,0,2,183704,5600
200000,1,27,2,0,-1,-658,0
260000,0,36,2,1,-1,10854,3710
100000,0,26,2,0,2,25000,53528
360000,0,42,1,0,-1,16708,17387
280000,0,38,3,0,0,-94,5000
360000,0,47,1,1,-1,21446,7000
420000,0,34,1,1,0,4160,28000
400000,0,42,1,0,-2,694,703
50000,0,41,1,0,0,28890,1000
500000,0,45,1,1,-2,46834,63001
50000,0,56,2,0,0,19559,680
80000,0,24,2,1,2,2786,77004
80000,0,23,2,0,3,60325,2000
20000,0,50,2,0,0,17401,1000
460000,0,27,2,1,0,77504,5039
240000,0,33,2,1,0,0,0
120000,0,30,2,0,0,46641,1920
20000,0,24,2,0,3,7945,1000
290000,0,50,1,0,0,82823,1177
50000,0,38,2,0,0,22282,615
200000,0,40,1,0,0,4280,0
20000,0,27,3,0,0,1280,0
100000,0,43,1,1,0,49028,1605
260000,0,36,2,1,0,117031,4200
20000,0,27,2,0,3,19932,0
10000,0,22,2,0,0,10104,1000
420000,0,47,1,1,-2,0,0
130000,0,27,2,0,0,21810,6587
150000,0,25,2,1,0,41458,10000
120000,0,33,2,1,-1,291,291
30000,0,25,2,0,0,10335,600
260000,0,31,2,0,0,86008,4000
60000,1,34,2,0,-1,476,326
70000,0,52,2,0,0,29253,1122
110000,0,26,2,0,0,48458,2000
180000,0,37,2,0,-1,21195,110306
300000,0,48,2,0,-2,4690,18774
260000,0,38,1,1,-1,2605,693
50000,1,41,1,0,2,16077,60
90000,0,45,1,0,0,1223,0
20000,1,24,2,0,2,11216,4026
220000,0,30,2,1,-1,42731,4622
240000,0,27,2,1,0,732,0
440000,0,40,2,0,0,137370,6000
60000,0,37,1,0,4,55232,2000
380000,0,31,1,0,-1,13133,9354
30000,1,44,1,0,2,21704,2000
120000,0,35,2,0,0,69411,68074
150000,0,29,2,1,-2,5138,7130
90000,0,28,2,0,0,51292,2100
180000,0,34,1,0,0,15218,500
10000,0,37,2,0,0,3575,0
20000,1,24,2,0,2,17385,1500
80000,1,41,1,0,2,62348,2439
610000,0,30,1,0,0,8059,1500
180000,0,27,2,0,-2,0,0
50000,1,53,1,0,-1,0,334
130000,1,30,2,1,0,125382,4500
160000,0,26,2,1,0,6666,6666
200000,0,29,2,1,0,164405,4089
20000,0,29,2,1,0,17959,0
50000,0,56,2,0,0,19461,851
30000,1,46,1,0,2,31326,800
140000,0,29,1,0,0,131961,5000
160000,0,45,1,0,2,13692,2000
410000,0,33,1,1,-1,1759,0
320000,0,30,2,1,0,7500,42562
50000,0,36,1,0,0,84810,973
110000,0,29,2,0,0,111703,5000
530000,0,50,1,0,0,163157,5000
80000,1,40,2,0,0,20195,209
190000,1,26,2,1,0,114878,4767
500000,0,58,1,0,-1,6276,6063
270000,0,30,2,0,-1,0,0
20000,0,26,2,0,2,17628,761
90000,1,39,1,0,0,25318,1755
10000,0,44,2,0,2,3791,0
320000,0,36,1,0,0,7988,2500
190000,0,33,1,1,0,-46,7500
380000,1,39,1,1,-1,0,24000
180000,0,30,2,0,0,136481,5015
360000,0,33,2,1,-1,0,5140
150000,0,30,1,0,2,7742,1000
50000,1,57,1,1,2,49916,0
50000,0,39,2,0,2,39319,3119
50000,0,51,1,0,0,34104,1316
340000,0,30,2,0,0,360,45385
320000,0,26,2,1,0,0,220000
230000,0,42,2,1,-1,952,326
120000,0,31,2,1,-1,5666,6246
30000,0,34,2,1,2,22289,1000
240000,0,34,2,1,-1,8089,28012
240000,0,32,1,0,-2,574,1198
210000,0,30,2,1,0,101197,3900
20000,0,24,2,0,2,16104,1900
20000,1,42,1,0,0,19195,790
110000,0,25,2,1,2,5660,0
130000,0,39,1,0,0,91118,2500
80000,0,28,1,0,0,75558,3000
20000,1,36,1,0,2,13308,1000
10000,1,38,1,1,-1,10470,1000
180000,0,37,1,0,-1,20406,9315
280000,0,29,2,0,0,57983,3000
220000,1,29,2,1,2,53535,1500
260000,1,42,1,0,3,213083,8300
30000,0,40,1,0,2,1520,0
50000,0,29,1,0,-2,16740,20217
150000,0,47,2,0,0,151470,5100
160000,0,38,2,0,0,49525,1461
20000,0,26,2,0,-1,10400,0
